"","datesnames","response","cum.response","point.pred","point.pred.lower","point.pred.upper","cum.pred","cum.pred.lower","cum.pred.upper","point.effect","point.effect.lower","point.effect.upper","cum.effect","cum.effect.lower","cum.effect.upper"
"1","2020-02-25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-02-27","1.46967597005894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-29","-0.648695417989111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-03-02","-0.646627164925052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-03-04","0.1200176734578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-03-06","1.07212067322113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-03-08","-0.175764156247796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-03-10","-0.15273991072424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-03-12","-0.0931688513629818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-03-14","1.53005141158607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-03-16","-0.0248597561080501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-03-18","-0.115526630891958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-03-20","-0.168120862750746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-03-22","-0.0782953809244078","-0.0782953809244078","-0.0944687786999556","-0.354922525359804","0.170081037413304","-0.0782953809244078","-0.0782953809244078","-0.0782953809244078","0.0161733977755478","-0.248376418337712","0.276627144435396","0","0","0"
"15","2020-03-24","-0.26122842169469","-0.339523802619098","-0.104625721055923","-0.348140685548082","0.158607044837522","-0.339523802619098","-0.339523802619098","-0.339523802619098","-0.156602700638767","-0.419835466532212","0.0869122638533917","0","0","0"
"16","2020-03-26","0.0636116487446872","-0.27591215387441","-0.0671468809895315","-0.334561760304153","0.19063741309532","-0.27591215387441","-0.27591215387441","-0.27591215387441","0.130758529734219","-0.127025764350633","0.39817340904884","0","0","0"
"17","2020-03-28","-0.0667445867801928","-0.342656740654603","-0.068358114967898","-0.346094700460549","0.186509040442464","-0.342656740654603","-0.342656740654603","-0.342656740654603","0.00161352818770524","-0.253253627222657","0.279350113680356","0","0","0"
"18","2020-03-30","-0.0729947504103086","-0.415651491064912","-0.0687951898564055","-0.360325586364013","0.219119382508669","-0.411451930511009","-0.702982327018616","-0.123537358145934","-0.00419956055390311","-0.292114132918977","0.287330835953705","-0.00419956055390314","-0.292114132918977","0.287330835953705"
"19","2020-04-01","-0.153141256020113","-0.568792747085025","-0.0694278077249945","-0.380915341245433","0.246589178959828","-0.480879738236003","-0.975624719348844","0.0134949699549478","-0.0837134482951183","-0.399730434979941","0.22777408522532","-0.0879130088490214","-0.582287717039972","0.406831972263819"
"20","2020-04-03","-0.0181153453366196","-0.586908092421644","-0.0701796049516655","-0.401470618286334","0.258327441184863","-0.551059343187669","-1.2531062981926","0.150884944789058","0.0520642596150458","-0.276442786521483","0.383355272949715","-0.0358487492339756","-0.737793037210702","0.666198205770958"
"21","2020-04-05","0.0340020318453469","-0.552906060576297","-0.0711911208178422","-0.412780605228468","0.262631987976835","-0.622250464005511","-1.54177807717556","0.306758940593668","0.105193152663189","-0.228629956131489","0.446782637073815","0.0693444034292134","-0.859665001169966","0.988872016599266"
"22","2020-04-07","-0.0804399776460158","-0.633346038222313","-0.0703164583083301","-0.430906411896671","0.291673998441415","-0.692566922313841","-1.87078798210714","0.495852696081351",NA,NA,NA,NA,NA,NA
